card_date,red_name,blue_name,method,division,sig_str_total_red,sig_str_landed_red,sig_str_total_blue,sig_str_landed_blue,total_str_total_red,total_str_landed_red,total_str_total_blue,total_str_landed_blue,td_total_red,td_landed_red,td_total_blue,td_landed_blue,sub_att_red,sub_att_blue,rev_red,rev_blue,ctrl_red,ctrl_blue,head_str_total_red,head_str_landed_red,head_str_total_blue,head_str_landed_blue,body_str_total_red,body_str_landed_red,body_str_total_blue,body_str_landed_blue,leg_str_total_red,leg_str_landed_red,leg_str_total_blue,leg_str_landed_blue,distance_str_total_red,distance_str_landed_red,distance_str_total_blue,distance_str_landed_blue,clinch_str_total_red,clinch_str_landed_red,clinch_str_total_blue,clinch_str_landed_blue,ground_str_total_red,ground_str_landed_red,ground_str_total_blue,ground_str_landed_blue,max_bout_duration,actual_bout_duration,red_win,blue_win
2015-07-12,Jake Ellenberger,Stephen Thompson,KO/TKO,Welterweight,14,5,35,20,23,14,47,29,1,0,3,1,0,0,0,0,1,116,12,4,29,17,1,1,5,2,1,0,1,1,7,1,22,12,7,4,3,1,0,0,10,7,1500,269,No,Yes
2015-07-12,Kamaru Usman,Hayder Hassan,Submission,Ultimate Fighter 21 Welterweight Tournament Title,26,15,11,3,43,31,15,7,8,6,0,0,1,0,0,0,311,0,21,10,10,3,5,5,1,0,0,0,0,0,9,4,8,1,4,4,3,2,13,7,0,0,900,379,Yes,No
2015-07-12,Michael Graves,Vicente Luque,Decision - Unanimous,Welterweight,45,27,57,28,72,53,79,50,10,7,0,0,0,1,1,0,537,208,35,22,35,13,6,3,18,12,4,2,4,3,22,12,40,16,13,7,4,3,10,8,13,9,900,900,Yes,No
2015-07-12,Jorge Masvidal,Cezar Ferreira,KO/TKO,Welterweight,23,12,18,7,25,14,20,9,0,0,3,1,0,0,0,0,2,91,17,8,10,5,4,3,6,2,2,1,2,0,15,5,16,6,4,3,2,1,4,4,0,0,900,262,Yes,No
2015-07-12,Angela Magana,Michelle Waterson-Gomez,Submission,Women's Strawweight,24,8,60,47,36,19,120,102,1,1,3,3,1,4,0,0,475,117,17,3,37,25,4,2,16,15,3,3,7,7,21,6,33,25,3,2,9,9,0,0,18,13,900,758,No,Yes
2015-07-12,Maximo Blanco,Mike de la Torre,KO/TKO,Featherweight,7,4,5,1,7,4,5,1,0,0,0,0,0,0,0,0,1,0,6,3,3,0,1,1,2,1,0,0,0,0,7,4,5,1,0,0,0,0,0,0,0,0,900,16,Yes,No
2015-07-12,Josh Samman,Caio Magalhaes,Submission,Middleweight,19,12,8,3,28,21,10,5,0,0,0,0,1,0,0,0,70,0,6,3,7,3,7,3,0,0,6,6,1,0,19,12,8,3,0,0,0,0,0,0,0,0,900,172,Yes,No
2015-07-12,Russell Doane,Jerrod Sanders,Decision - Unanimous,Bantamweight,26,13,22,15,51,34,57,47,2,1,8,3,3,3,2,1,385,402,21,10,16,10,5,3,5,5,0,0,1,0,13,3,11,5,9,6,5,4,4,4,6,6,900,900,No,Yes
2015-07-12,Dan Miller,Trevor Smith,Decision - Unanimous,Middleweight,59,25,76,51,63,29,180,149,1,0,3,1,1,0,0,0,5,716,43,10,66,41,14,13,9,9,2,2,1,1,46,13,33,15,13,12,11,9,0,0,32,27,900,900,No,Yes
2015-07-12,George Sullivan,Dominic Waters,Decision - Unanimous,Welterweight,96,54,53,13,145,103,72,32,2,2,5,5,3,0,1,0,363,325,65,29,51,12,22,18,1,1,9,7,1,0,51,21,49,10,10,10,2,1,35,23,2,2,900,900,Yes,No
2015-07-12,Darrell Montague,Willie Gates,KO/TKO,Flyweight,13,4,33,19,13,4,35,21,1,0,0,0,0,0,0,0,0,13,9,0,28,15,2,2,4,3,2,2,1,1,13,4,22,9,0,0,0,0,0,0,11,10,900,96,No,Yes
2015-07-11,Chad Mendes,Conor McGregor,KO/TKO,UFC Interim Featherweight Title,48,31,92,46,53,36,120,74,7,4,0,0,0,0,0,0,317,4,45,28,62,31,1,1,30,15,2,2,0,0,25,14,84,39,3,1,0,0,20,16,8,7,1500,597,No,Yes
2015-07-11,Robbie Lawler,Rory MacDonald,KO/TKO,UFC Welterweight Title,156,70,222,86,163,76,223,87,0,0,4,0,0,0,0,0,11,2,149,68,189,70,6,1,29,13,1,1,4,3,144,65,200,71,9,3,22,15,3,2,0,0,1500,1260,Yes,No
2015-07-11,Dennis Bermudez,Jeremy Stephens,KO/TKO,Featherweight,82,35,73,38,116,66,74,39,6,1,2,0,0,0,0,0,297,20,64,23,56,26,8,4,5,4,10,8,12,8,67,27,53,22,11,4,12,9,4,4,8,7,900,632,No,Yes
2015-07-11,Gunnar Nelson,Brandon Thatch,Submission,Welterweight,8,6,14,8,24,20,14,8,0,0,0,0,1,0,0,0,85,0,7,6,5,0,1,0,3,3,0,0,6,5,5,4,11,5,1,0,3,3,2,2,0,0,900,174,Yes,No
2015-07-11,Brad Pickett,Thomas Almeida,KO/TKO,Bantamweight,55,20,55,24,55,20,55,24,1,0,0,0,0,0,0,0,28,1,48,17,45,17,2,1,7,4,5,2,3,3,50,16,54,23,3,3,1,1,2,1,0,0,900,329,No,Yes
2015-07-11,Matt Brown,Tim Means,Submission,Welterweight,37,25,40,16,38,26,48,24,1,1,2,0,1,0,0,0,106,17,30,18,32,13,6,6,8,3,1,1,0,0,28,16,36,14,8,8,4,2,1,1,0,0,900,284,Yes,No
2015-07-11,Mike Swick,Alex Garcia,Decision - Unanimous,Welterweight,94,19,102,24,124,45,136,55,0,0,5,5,0,0,0,0,9,362,85,14,97,22,7,4,5,2,2,1,0,0,91,18,90,17,3,1,2,2,0,0,10,5,900,900,No,Yes
2015-07-11,Cathal Pendred,John Howard,Decision - Split,Welterweight,87,45,88,48,104,62,119,78,2,0,1,0,1,0,0,0,45,95,44,11,71,35,26,20,8,5,17,14,9,8,62,24,60,31,25,21,27,16,0,0,1,1,900,900,No,Yes
2015-07-11,Cody Garbrandt,Henry Briones,Decision - Unanimous,Bantamweight,158,64,106,35,162,68,109,38,6,3,0,0,0,0,0,0,53,0,147,57,77,22,5,4,22,11,6,3,7,2,142,55,100,33,4,3,6,2,12,6,0,0,900,900,Yes,No
2015-07-11,Neil Seery,Louis Smolka,Decision - Unanimous,Flyweight,43,21,45,23,121,92,58,36,0,0,10,6,3,5,0,0,34,724,41,19,33,12,1,1,12,11,1,1,0,0,27,8,26,9,8,6,9,8,8,7,10,6,900,900,No,Yes
2015-07-11,Yosdenis Cedeno,Cody Pfister,Decision - Unanimous,Lightweight,76,26,98,15,116,66,158,70,0,0,7,5,1,0,2,0,72,427,47,6,91,13,10,2,6,2,19,18,1,0,74,26,96,13,0,0,2,2,2,0,0,0,900,900,No,Yes
2015-06-27,Lyoto Machida,Yoel Romero,KO/TKO,Middleweight,64,31,70,42,64,31,72,44,0,0,2,1,0,0,0,0,0,5,27,6,31,16,20,11,18,9,17,14,21,17,63,31,63,35,1,0,1,1,0,0,6,6,1500,698,No,Yes
2015-06-27,Santiago Ponzinibbio,Lorenz Larkin,KO/TKO,Welterweight,101,33,115,64,104,36,122,71,3,0,0,0,0,0,0,0,55,31,82,19,88,41,13,8,15,11,6,6,12,12,97,31,95,48,4,2,6,5,0,0,14,11,900,487,No,Yes
2015-06-27,Antonio Carlos Junior,Eddie Gordon,Submission,Middleweight,78,40,45,12,119,76,75,39,8,4,1,0,1,0,0,0,441,149,62,27,42,10,15,12,2,1,1,1,1,1,61,24,44,11,6,6,0,0,11,10,1,1,900,877,Yes,No
2015-06-27,Thiago Santos,Steve Bosse,KO/TKO,Middleweight,4,3,1,0,4,3,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,1,0,0,1,1,0,0,4,3,1,0,0,0,0,0,0,0,0,0,900,29,Yes,No
2015-06-27,Hacran Dias,Levan Makashvili,Decision - Split,Featherweight,33,17,65,37,49,30,96,66,10,3,8,2,1,0,0,0,202,346,20,4,40,16,7,7,12,9,6,6,13,12,33,17,46,24,0,0,9,6,0,0,10,7,900,900,Yes,No
2015-06-27,Alex Oliveira,Joe Merritt,Decision - Unanimous,Welterweight,33,11,39,23,60,33,50,34,16,5,2,0,2,0,0,3,623,150,25,7,30,16,2,0,4,3,6,4,5,4,21,5,18,4,8,4,8,8,4,2,13,11,900,900,Yes,No
2015-06-27,Leandro Silva,Lewis Gonzalez,Decision - Unanimous,Welterweight,48,28,56,21,76,55,93,53,8,3,6,2,0,0,0,1,225,280,29,15,40,10,12,8,10,6,7,5,6,5,41,22,35,8,7,6,13,8,0,0,8,5,900,900,Yes,No
2015-06-27,Steve Montgomery,Tony Sims,KO/TKO,Welterweight,28,9,19,10,32,13,21,12,0,0,1,0,0,0,0,0,0,33,26,7,17,8,2,2,2,2,0,0,0,0,24,8,13,6,4,1,3,1,0,0,3,3,900,163,No,Yes
2015-06-27,Danny Martinez,Sirwan Kakai,Decision - Unanimous,Bantamweight,184,59,146,52,188,62,179,85,0,0,10,5,0,0,0,0,7,318,149,35,139,48,35,24,7,4,0,0,0,0,159,45,118,32,25,14,25,17,0,0,3,3,900,900,No,Yes
2015-06-20,Joanna Jedrzejczyk,Jessica Penne,KO/TKO,UFC Women's Strawweight Title,204,126,88,25,247,162,91,28,0,0,11,0,0,0,0,0,108,154,155,81,69,13,22,18,14,7,27,27,5,5,160,96,85,24,35,24,3,1,9,6,0,0,1500,862,Yes,No
2015-06-20,Dennis Siver,Tatsuya Kawajiri,Decision - Unanimous,Featherweight,60,22,39,22,137,90,68,47,0,0,14,4,1,0,0,0,0,509,45,10,31,15,5,4,7,6,10,8,1,1,58,20,34,17,2,2,0,0,0,0,5,5,900,900,No,Yes
2015-06-20,Peter Sobotta,Steve Kennedy,Submission,Welterweight,13,6,12,3,14,7,12,3,2,2,1,0,1,0,0,0,81,29,9,2,7,1,2,2,2,0,2,2,3,2,13,6,12,3,0,0,0,0,0,0,0,0,900,177,Yes,No
2015-06-20,Nick Hein,Lukasz Sajewski,Decision - Unanimous,Lightweight,126,54,86,26,137,64,97,37,3,1,1,0,0,0,0,0,56,50,104,37,67,17,11,8,12,5,11,9,7,4,118,51,83,25,8,3,3,1,0,0,0,0,900,900,Yes,No
2015-06-20,Makwan Amirkhani,Masio Fullen,Submission,Featherweight,0,0,1,1,0,0,1,1,1,1,0,0,2,0,0,0,79,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,900,101,Yes,No
2015-06-20,Mairbek Taisumov,Alan Patrick,KO/TKO,Lightweight,43,23,38,17,44,24,38,17,0,0,7,0,0,0,0,0,15,23,34,15,24,5,8,7,10,8,1,1,4,4,29,14,35,15,1,1,3,2,13,8,0,0,900,390,Yes,No
2015-06-20,Alan Omer,Arnold Allen,Submission,Featherweight,66,35,75,23,125,85,86,33,4,2,4,1,0,1,0,0,207,133,54,27,67,20,8,5,8,3,4,3,0,0,45,20,65,18,15,9,6,1,6,6,4,4,900,701,No,Yes
2015-06-20,Niklas Backstrom,Noad Lahat,Decision - Majority,Featherweight,31,11,100,62,46,23,148,105,5,4,3,1,1,1,1,3,340,252,19,5,82,49,11,5,13,9,1,1,5,4,26,8,40,19,5,3,34,25,0,0,26,18,900,900,No,Yes
2015-06-20,Scott Askham,Antonio Dos Santos,KO/TKO,Middleweight,16,11,21,11,17,12,24,13,1,0,1,0,0,0,0,0,5,76,11,7,18,9,3,2,1,0,2,2,2,2,8,7,12,6,7,3,9,5,1,1,0,0,900,172,Yes,No
2015-06-20,Piotr Hallmann,Magomed Mustafaev,TKO - Doctor's Stoppage,Lightweight,51,29,41,18,127,99,47,23,3,2,3,0,0,0,0,0,288,86,32,16,35,13,12,7,3,2,7,6,3,3,24,14,28,12,19,9,13,6,8,6,0,0,900,504,No,Yes
2015-06-20,Taylor Lapilus,Yuta Sasaki,KO/TKO,Bantamweight,60,31,41,16,99,68,43,18,1,0,6,1,0,0,0,0,140,52,51,24,20,3,7,5,5,3,2,2,16,10,31,10,39,15,19,15,2,1,10,6,0,0,900,386,Yes,No
2015-06-13,Cain Velasquez,Fabricio Werdum,Submission,UFC Heavyweight Title,169,88,174,96,201,117,180,101,5,4,3,1,0,1,0,0,178,30,128,54,150,79,8,6,19,12,33,28,5,5,135,65,149,79,34,23,25,17,0,0,0,0,1500,733,No,Yes
2015-06-13,Gilbert Melendez,Eddie Alvarez,Decision - Split,Lightweight,129,37,64,31,187,93,79,43,1,0,11,3,0,0,0,0,0,227,119,33,47,16,10,4,10,8,0,0,7,7,123,36,61,29,6,1,3,2,0,0,0,0,900,900,No,Yes
2015-06-13,Kelvin Gastelum,Nate Marquardt,KO/TKO,Middleweight,110,59,49,18,188,126,57,24,2,1,2,0,0,0,0,0,219,12,87,41,37,8,17,12,12,10,6,6,0,0,83,39,43,16,11,7,4,2,16,13,2,0,900,600,Yes,No
2015-06-13,Yair Rodriguez,Charles Rosa,Decision - Split,Featherweight,100,56,79,39,149,97,117,67,1,1,14,5,2,0,2,0,36,528,74,33,67,30,12,10,5,3,14,13,7,6,79,39,51,23,4,4,1,0,17,13,27,16,900,900,Yes,No
2015-06-13,Tecia Torres,Angela Hill,Decision - Unanimous,Women's Strawweight,80,32,68,27,144,86,110,66,12,2,0,0,0,0,0,0,544,25,56,14,50,16,15,10,15,8,9,8,3,3,63,22,52,16,13,9,15,11,4,1,1,0,900,900,Yes,No
2015-06-13,Henry Cejudo,Chico Camus,Decision - Unanimous,Flyweight,143,62,144,48,219,133,157,59,15,1,1,0,0,0,0,0,305,31,112,39,133,39,29,21,11,9,2,2,0,0,115,47,126,38,26,15,17,9,2,0,1,1,900,900,Yes,No
2015-06-13,Efrain Escudero,Drew Dober,Submission,Lightweight,1,1,3,0,1,1,3,0,0,0,0,0,1,0,0,0,22,0,0,0,3,0,0,0,0,0,1,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,900,54,Yes,No
2015-06-13,Alejandro Perez,Patrick Williams,Submission,Bantamweight,1,0,4,2,1,0,4,2,1,0,0,0,0,1,0,0,2,2,1,0,4,2,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,1,0,900,23,No,Yes
2015-06-13,Francisco Trevino,Johnny Case,Decision - Unanimous,Lightweight,74,34,109,40,90,49,143,64,2,0,7,4,0,0,1,1,77,331,39,9,87,24,12,5,14,9,23,20,8,7,67,29,96,31,5,3,11,7,2,2,2,2,900,900,No,Yes
2015-06-13,Augusto Montano,Cathal Pendred,Decision - Unanimous,Welterweight,55,21,41,17,62,28,75,45,0,0,17,4,0,0,0,0,0,382,33,8,17,1,15,7,4,0,7,6,20,16,42,14,35,15,13,7,6,2,0,0,0,0,900,900,No,Yes
2015-06-13,Gabriel Benitez,Clay Collard,Decision - Unanimous,Featherweight,106,60,158,34,144,97,184,54,0,0,11,6,1,0,0,0,57,287,48,13,136,17,37,30,8,5,21,17,14,12,99,55,151,30,2,1,4,3,5,4,3,1,900,900,Yes,No
2015-06-06,Tim Boetsch,Dan Henderson,KO/TKO,Middleweight,6,3,15,12,6,3,15,12,0,0,0,0,0,0,0,0,0,5,5,3,15,12,1,0,0,0,0,0,0,0,6,3,4,3,0,0,2,1,0,0,9,8,1500,28,No,Yes
2015-06-06,Ben Rothwell,Matt Mitrione,Submission,Heavyweight,16,5,21,8,17,6,21,8,0,0,1,0,1,0,0,0,2,0,14,4,18,6,0,0,2,1,2,1,1,1,16,5,20,8,0,0,1,0,0,0,0,0,900,114,Yes,No
2015-06-06,Dustin Poirier,Yancy Medeiros,KO/TKO,Lightweight,36,27,13,6,46,36,13,6,2,1,0,0,1,0,0,0,0,87,34,25,10,5,1,1,3,1,1,1,0,0,13,9,13,6,20,15,0,0,3,3,0,0,900,158,Yes,No
2015-06-06,Thiago Tavares,Brian Ortega,KO/TKO,Featherweight,94,39,101,41,177,114,117,56,11,6,0,0,0,1,0,1,505,53,87,33,97,39,2,2,3,1,5,4,1,1,76,26,72,22,1,1,7,5,17,12,22,14,900,850,No,Yes
2015-06-06,Joe Soto,Anthony Birchak,KO/TKO,Bantamweight,9,1,39,16,9,1,41,18,0,0,0,0,0,0,0,0,0,8,7,1,32,11,0,0,3,2,2,0,4,3,8,1,20,5,1,0,15,9,0,0,4,2,900,97,No,Yes
2015-06-06,Francisco Rivera,Alex Caceres,KO/TKO,Bantamweight,9,5,5,0,9,5,5,0,0,0,0,0,0,0,0,0,0,3,9,5,5,0,0,0,0,0,0,0,0,0,5,2,5,0,0,0,0,0,4,3,0,0,900,21,Yes,No
2015-06-06,Shawn Jordan,Derrick Lewis,KO/TKO,Heavyweight,37,23,23,6,83,65,25,8,4,3,0,0,0,0,0,0,211,55,34,22,20,5,3,1,3,1,0,0,0,0,9,3,15,2,9,5,8,4,19,15,0,0,900,348,Yes,No
2015-06-06,Brian Ebersole,Omari Akhmedov,KO/TKO,Welterweight,13,2,40,15,14,3,41,16,1,0,0,0,0,0,0,0,0,0,7,1,26,7,3,0,5,4,3,1,9,4,13,2,37,14,0,0,3,1,0,0,0,0,900,300,No,Yes
2015-06-06,Chris Wade,Christos Giagos,Decision - Unanimous,Lightweight,57,32,84,28,80,55,98,41,7,4,4,0,0,0,2,1,388,171,36,15,70,17,12,9,13,10,9,8,1,1,44,23,68,19,11,7,16,9,2,2,0,0,900,900,Yes,No
2015-06-06,Joe Proctor,Justin Edwards,Submission,Lightweight,175,67,171,63,177,69,179,71,0,0,3,2,3,0,0,0,28,130,143,42,139,47,17,14,22,12,15,11,10,4,157,55,141,43,18,12,30,20,0,0,0,0,900,898,Yes,No
2015-06-06,Ricardo Abreu,Jake Collier,Decision - Split,Middleweight,151,47,211,67,174,69,232,84,7,3,0,0,0,0,0,0,186,14,136,38,159,36,7,5,31,18,8,4,21,13,133,38,192,61,18,9,19,6,0,0,0,0,900,900,No,Yes
2015-06-06,Jose Quinonez,Leonardo Morales,Submission,Bantamweight,3,2,4,3,5,4,4,3,2,1,0,0,2,0,0,0,131,0,3,2,1,0,0,0,1,1,0,0,2,2,1,0,4,3,1,1,0,0,1,1,0,0,900,154,Yes,No
2015-05-30,Carlos Condit,Thiago Alves,TKO - Doctor's Stoppage,Welterweight,162,75,69,34,200,107,70,35,3,2,0,0,0,1,0,0,153,5,128,50,43,11,18,14,6,6,16,11,20,17,128,49,66,33,8,4,3,1,26,22,0,0,1500,600,Yes,No
2015-05-30,Nik Lentz,Charles Oliveira,Submission,Featherweight,69,37,84,64,95,58,105,84,10,2,2,1,1,2,0,0,380,117,53,24,51,36,10,8,28,25,6,5,5,3,41,19,20,13,21,12,27,23,7,6,37,28,900,670,No,Yes
2015-05-30,KJ Noons,Alex Oliveira,Submission,Welterweight,11,7,13,3,11,7,14,4,0,0,5,3,0,1,0,0,0,80,8,5,11,1,0,0,0,0,3,2,2,2,10,6,11,3,1,1,1,0,0,0,1,0,900,171,No,Yes
2015-05-30,Francimar Barroso,Ryan Jimmo,Decision - Unanimous,Light Heavyweight,96,46,61,35,117,67,74,46,14,0,0,0,0,0,0,0,397,24,53,10,37,14,8,6,12,10,35,30,12,11,55,12,48,24,41,34,13,11,0,0,0,0,900,900,Yes,No
2015-05-30,Francisco Trinaldo,Norman Parke,Decision - Unanimous,Lightweight,191,66,83,25,196,70,89,31,0,0,12,4,0,0,0,0,46,376,148,32,77,23,26,18,6,2,17,16,0,0,173,55,70,17,14,7,10,7,4,4,3,1,900,900,Yes,No
2015-05-30,Wendell Oliveira Marques,Darren Till,KO/TKO,Welterweight,39,22,41,25,41,24,42,26,3,0,2,0,0,0,0,0,119,66,14,3,28,15,1,1,8,5,24,18,5,5,18,4,30,17,21,18,1,0,0,0,10,8,900,397,No,Yes
2015-05-30,Jussier Formiga,Wilson Reis,Decision - Unanimous,Flyweight,54,21,66,28,71,36,87,45,5,4,9,0,0,0,0,1,91,293,52,19,47,12,1,1,10,7,1,1,9,9,46,16,44,14,3,1,16,12,5,4,6,2,900,900,Yes,No
2015-05-30,Elizeu Zaleski dos Santos,Nicolas Dalby,Decision - Split,Welterweight,131,57,139,41,135,61,150,50,2,0,10,6,0,0,1,0,36,254,106,37,101,14,17,13,19,12,8,7,19,15,114,44,114,27,14,11,21,12,3,2,4,2,900,900,No,Yes
2015-05-30,Lucas Martins,Mirsad Bektic,KO/TKO,Featherweight,23,7,69,39,27,11,123,78,0,0,5,3,0,0,0,0,0,290,23,7,68,38,0,0,1,1,0,0,0,0,23,7,17,8,0,0,0,0,0,0,52,31,900,330,No,Yes
2015-05-30,Juliana Lima,Ericka Almeida,Decision - Unanimous,Women's Strawweight,72,41,37,13,162,119,58,32,3,3,2,0,0,0,0,0,591,33,54,24,35,11,5,5,1,1,13,12,1,1,39,21,35,12,11,8,1,1,22,12,1,0,900,900,Yes,No
2015-05-30,Luiz Dutra,Tom Breese,KO/TKO,Welterweight,43,21,42,26,52,28,42,26,2,0,2,0,0,0,0,0,45,58,25,7,23,11,13,9,15,11,5,5,4,4,26,10,16,8,17,11,15,11,0,0,11,7,900,298,No,Yes
2015-05-23,Anthony Johnson,Daniel Cormier,Submission,UFC Light Heavyweight Title,50,23,41,23,56,28,92,70,2,1,8,3,0,3,0,0,43,557,45,18,37,20,3,3,2,2,2,2,2,1,38,15,17,5,11,7,4,3,1,1,20,15,1500,759,No,Yes
2015-05-23,Chris Weidman,Vitor Belfort,KO/TKO,UFC Middleweight Title,69,46,32,18,73,50,36,19,2,1,0,0,0,0,0,0,73,0,67,46,28,15,2,0,4,3,0,0,0,0,12,3,21,10,0,0,11,8,57,43,0,0,1500,173,Yes,No
2015-05-23,Donald Cerrone,John Makdessi,KO/TKO,Lightweight,171,71,129,72,171,71,129,72,0,0,0,0,0,0,0,0,0,0,140,43,65,25,8,5,51,34,23,23,13,13,168,69,126,70,3,2,3,2,0,0,0,0,900,584,Yes,No
2015-05-23,Travis Browne,Andrei Arlovski,KO/TKO,Heavyweight,38,15,85,51,38,15,85,51,0,0,0,0,0,0,0,0,6,5,31,9,73,42,5,4,10,7,2,2,2,2,35,13,43,20,1,1,39,28,2,1,3,3,900,281,No,Yes
2015-05-23,Joseph Benavidez,John Moraga,Decision - Unanimous,Flyweight,109,63,75,42,168,116,92,55,6,4,3,0,0,0,0,0,550,41,73,35,42,14,18,12,26,21,18,16,7,7,61,26,51,21,20,15,19,17,28,22,5,4,900,900,Yes,No
2015-05-23,John Dodson,Zach Makovsky,Decision - Unanimous,Flyweight,98,31,85,37,99,32,87,39,3,2,17,0,0,0,0,0,38,9,76,13,56,14,14,11,12,9,8,7,17,14,77,19,77,31,20,12,8,6,1,0,0,0,900,900,Yes,No
2015-05-23,Dong Hyun Kim,Joshua Burkman,Submission,Welterweight,44,30,44,20,165,135,46,21,8,1,2,0,1,0,0,0,464,78,37,26,29,9,6,3,7,4,1,1,8,7,13,4,26,11,11,7,18,9,20,19,0,0,900,733,Yes,No
2015-05-23,Uriah Hall,Rafael Natal,Decision - Split,Middleweight,74,43,103,45,78,47,125,63,3,1,11,1,0,0,0,0,52,175,40,15,62,15,21,15,14,6,13,13,27,24,70,41,85,31,4,2,17,14,0,0,1,0,900,900,No,Yes
2015-05-23,Mike Pyle,Colby Covington,Decision - Unanimous,Welterweight,26,16,51,26,46,33,129,95,0,0,10,2,2,0,1,0,42,683,16,10,48,23,9,5,1,1,1,1,2,2,16,7,23,6,3,2,6,4,7,7,22,16,900,900,No,Yes
2015-05-23,Islam Makhachev,Leo Kuntz,Submission,Lightweight,50,32,25,7,80,53,30,11,5,3,0,0,1,0,0,0,180,0,44,27,14,2,4,3,4,1,2,2,7,4,29,17,24,7,14,9,1,0,7,6,0,0,900,458,Yes,No
2015-05-23,Justin Scoggins,Josh Sampo,Decision - Unanimous,Flyweight,128,64,91,35,128,64,129,72,2,1,7,1,0,0,0,0,31,87,87,31,58,17,32,26,23,10,9,7,10,8,125,62,80,28,3,2,10,6,0,0,1,1,900,900,Yes,No
2015-05-16,Frankie Edgar,Urijah Faber,Decision - Unanimous,Featherweight,258,83,147,48,266,91,149,50,13,5,3,0,0,0,0,0,223,0,197,40,125,34,29,15,19,11,32,28,3,3,227,61,143,45,29,20,4,3,2,2,0,0,1500,1500,Yes,No
2015-05-16,Gegard Mousasi,Constantinos Philippou,Decision - Unanimous,Middleweight,85,56,46,9,182,137,49,12,4,4,1,0,0,0,0,0,652,0,66,38,28,3,10,9,10,2,9,9,8,4,47,22,46,9,0,0,0,0,38,34,0,0,900,900,Yes,No
2015-05-16,Mark Munoz,Luke Barnatt,Decision - Unanimous,Middleweight,71,35,96,42,79,43,154,98,16,9,2,1,0,0,0,0,475,5,61,30,74,27,9,4,21,14,1,1,1,1,41,18,65,20,9,5,28,20,21,12,3,2,900,900,Yes,No
2015-05-16,Hyun Gyu Lim,Neil Magny,KO/TKO,Welterweight,36,15,75,43,36,15,102,64,0,0,4,2,0,0,0,1,32,186,32,12,64,34,3,2,4,2,1,1,7,7,22,7,22,8,14,8,11,9,0,0,42,26,900,384,No,Yes
2015-05-16,Phillipe Nover,Yui Chul Nam,Decision - Split,Featherweight,24,12,60,29,74,54,92,56,12,6,3,2,0,1,0,0,380,394,18,7,42,15,5,4,5,3,1,1,13,11,10,3,8,1,9,7,19,16,5,2,33,12,900,900,Yes,No
2015-05-16,Mark Eddiva,Levan Makashvili,Decision - Split,Featherweight,77,32,57,27,82,36,98,63,4,0,13,7,0,0,0,0,27,348,41,5,35,11,13,11,13,8,23,16,9,8,62,19,32,9,15,13,19,13,0,0,6,5,900,900,No,Yes
2015-05-16,Tae Hyun Bang,Jon Tuck,Submission,Lightweight,34,12,31,13,34,12,31,13,1,1,0,0,0,1,0,0,0,62,24,6,23,7,5,3,4,4,5,3,4,2,33,12,23,9,1,0,4,2,0,0,4,2,900,236,No,Yes
2015-05-16,Zhang Lipeng,Kajan Johnson,Decision - Unanimous,Lightweight,47,20,51,20,81,51,54,23,2,1,11,3,0,1,0,0,151,385,31,6,36,10,4,4,6,2,12,10,9,8,32,13,34,8,8,6,11,9,7,1,6,3,900,900,No,Yes
2015-05-16,Li Jingliang,Dhiego Lima,KO/TKO,Welterweight,39,13,16,6,39,13,16,6,0,0,0,0,0,0,0,0,12,0,38,13,14,5,0,0,2,1,1,0,0,0,24,4,16,6,0,0,0,0,15,9,0,0,900,85,Yes,No
2015-05-16,Guangyou Ning,Royston Wee,KO/TKO,Bantamweight,92,46,32,18,130,77,43,29,2,2,0,0,0,0,0,0,191,0,68,30,15,3,13,8,6,6,11,8,11,9,82,39,32,18,1,0,0,0,9,7,0,0,900,599,Yes,No
2015-05-16,Roldan Sangcha'an,Jon Delos Reyes,Submission,Flyweight,54,27,54,23,61,32,67,36,3,2,1,1,0,3,0,1,135,260,40,15,46,18,10,8,7,4,4,4,1,1,31,12,26,7,16,11,8,5,7,4,20,11,900,493,No,Yes
2015-05-16,Nolan Ticman,Yao Zhikui,Decision - Split,Flyweight,109,52,108,9,109,52,112,12,5,0,6,1,0,0,1,0,98,39,73,24,104,7,12,6,3,1,24,22,1,1,73,20,100,6,28,25,8,3,8,7,0,0,900,900,No,Yes
2015-05-09,Stipe Miocic,Mark Hunt,KO/TKO,Heavyweight,180,113,96,33,464,361,109,46,8,6,0,0,0,0,0,0,989,0,172,105,89,29,7,7,2,0,1,1,5,4,95,48,90,30,18,8,6,3,67,57,0,0,1500,1367,Yes,No
2015-05-09,Brad Tavares,Robert Whittaker,KO/TKO,Middleweight,7,2,14,10,7,2,14,10,0,0,0,0,0,0,0,0,0,4,5,0,12,9,0,0,1,0,2,2,1,1,7,2,11,7,0,0,0,0,0,0,3,3,900,44,No,Yes
